Dam Name,eap,status,hazard,county,lat,lng,river_stream,basin,nearest_town,distance_to_town,year,type_modify_repair,modify_year,structural_height,pool_cap,max_impound,condition,icon,last_inspection,next_inspection,owner,owner_type
Brooks Lake Dam,N,IMPOUNDING,High,Rutherford,35.443,-82.005,Mountain Creek,Broad,Rutherfordton,6 ,1950 ,,,32.0,135 ,200 ,Fair,greenRound, 02/20/2015, 02/20/2016,Lake Brooks Lake Owners Association,Private
John W. Bennett Dam,Y,IMPOUNDING,High,Rutherford,35.35778,-81.89417,Kathy Creek,Broad,Bostic,4 ,,,,22.0,12 ,25 ,Fair,greenRound, 01/28/2015, 01/23/2016,John W. Bennett,Private
Nelson Park Dam,N,IMPOUNDING,High,Rutherford,35.331,-81.821,2nd Broad River-Tr,Broad,Caroleen,3 ,1981 ,,,27.0,18 ,28 ,Fair,greenRound, 02/20/2015, 02/20/2016,Nelson Park,Private
Second Broad River W.S. Structure #23,N,IMPOUNDING,High,Rutherford,35.5213,-81.9837,Stoney Creek,Broad,Bostic,20 ,1979 ,,,54.0,25 ,770 ,Fair,greenRound, 02/10/2015, 02/10/2016,Galax Corporation,Private
Second Broad W.S. Structure #13,Y,IMPOUNDING,High,Rutherford,35.4771,-82.0074,Mill Creek,Broad,Bostic,15 ,1990 ,,,39.0,172 ,1269 ,Fair,greenRound, 02/20/2015, 02/20/2016,Ernest and Susan Logan,Private
Shumont Estates Dam,Y,IMPOUNDING,High,Rutherford,35.44974,-82.18122,trib to Bill's Creek,Broad,Bills Creek,3 ,1990 ,,,41.0,125 ,200 ,Fair,greenRound, 04/09/2015, 04/09/2016,Jan and Brygida Kuchnik,Private
Second Broad W.S.Structure #2,Y,IMPOUNDING,High,Rutherford,35.4977,-81.9966,Cathey's Creek,Broad,Rutherfordton,11 ,1995 ,,,56.0,426 ,3360 ,Fair,greenRound, 01/28/2015, 01/28/2016,Diane C Fountain,Private
Laurel Lake Dam,Y,IMPOUNDING,High,Rutherford,35.45582,-82.14639,Bills Creek-Tr,Broad,Lake Lure,8 ,2002 ,,,36.0,90 ,145 ,Fair,greenRound, 02/27/2015, 02/18/2016,"Laurel Lakes POA of Rutherford County, Inc.",Private
Mill Creek Subdivision Dam,Y,IMPOUNDING,High,Alamance,36.1319,-79.2599,Tr. Mill Creek,Cape Fear,Mebane,1 ,1996 ,,,17.0,2 ,7 ,Poor,redRound, 10/07/2014, 10/07/2015,Mill Creek Homeowners Association,Private
Edwards Pond Dam,N,IMPOUNDING,High,Sampson,35.003,-78.355,Coharie Creek-Os,Cape Fear,,,,,,25.0,,20 ,Fair,greenRound, 03/12/2015, 02/01/2016,Dr. John W. Nance,Private
J.J. Pointer Dam,N,IMPOUNDING,High,Caswell,36.494,-79.175,Trib to Country Line Ck,Roanoke,Milton,15 ,,,,14.9,2 ,3 ,Poor,redRound, 03/18/2015, 03/18/2016,Semora Limited Partnership,Private
Stafford Pond Dam,N,IMPOUNDING,High,Sampson,34.7731,-78.3293,Black River-Tr,Cape Fear,,,,,,13.0,82 ,88 ,Unsatisfactory,redRound, 08/20/2015, 02/01/2016,Mary P Hardison,Private
House-Autry Dam,Y,IMPOUNDING,High,Sampson,35.18694,-78.3762,Seven Mile Swamp,Cape Fear,,,1850 ,,,9.0,,308 ,Fair,greenRound, 03/12/2015, 02/01/2016,Dee & Mark Bryan,Private
Lowder Pond Dam,Y,IMPOUNDING,High,Stanly,35.3948,-80.2249,Town Creek-Os,Yadkin-PeeDee,Albemarle,2 ,1979 ,,,19.0,12 ,14 ,Fair,greenRound, 12/04/2014, 12/04/2015,Timothy L Lowder,Private
Spring Lake Garden Dam,N,IMPOUNDING,High,Stanly,35.3928,-80.2231,Town Creek - Trib.,Yadkin-PeeDee,,,,,,17.5,12 ,13 ,Fair,greenRound, 12/04/2014, 12/04/2015,Timothy L Lowder,Private
Sapphire Valley Golf Course Dam,N,IMPOUNDING,High,Jackson,35.11696,-83.03196,Mud Creek,Savannah,Sapphire,3 ,,,,22.0,2 ,15 ,Poor,redRound, 02/23/2015, 02/22/2016,"Sapphire Resort Enterprises, Inc.",Private
Senecal Dam,N,IMPOUNDING,High,Cherokee,35.08765,-84.25823,,Hiwassee,,,2011 ,,,17.5,0 ,1 ,Poor,redRound, 03/09/2015, 03/16/2016,Dewey C Senecal,Private
Tedder Dam-Lower,N,IMPOUNDING,High,Stokes,36.306,-80.307,Timmons Creek-Tr,Roanoke,Germanton,4 ,1986 ,,,26.0,24 ,29 ,Satisfactory,greenRound, 02/04/2015, 04/04/2016,H. Guy Tedder,Private
Lakeview Acres Dam,N,IMPOUNDING,High,Stokes,36.26389,-80.32,Muddy Creek-Tr,Yadkin-PeeDee,Rural Hall,2 ,,,,21.4,15 ,22 ,Unsatisfactory,redRound, 02/05/2015, 02/05/2016,"Ronald Edwards,James Gibson",Private
Day Dam,N,IMPOUNDING,High,Stokes,36.27583,-80.35611,Crooked Run,Yadkin-PeeDee,King,0 ,,,,12.2,3 ,5 ,Fair,greenRound, 02/05/2015, 02/05/2016,City of King,Private
Harvey Dam,N,IMPOUNDING,High,Haywood,35.43264,-82.91017,,French Broad,,,,,,17.6,0 ,3 ,Poor,redRound, 02/04/2015, 02/04/2016,Gwen A. Harvey Living Trust,Private
Klondike Farm Dam,N,IMPOUNDING,High,Surry,36.29555,-80.86566,Grassy Creek,Yadkin-PeeDee,Elkin,1 ,1930 ,,,27.2,73 ,82 ,Fair,greenRound, 11/06/2014, 11/06/2015,R & R Properties,Private
Shopshire Dam,Y,IMPOUNDING,High,Surry,36.421,-80.617,Ararat River-Tr,Yadkin-PeeDee,Ararat/ White Plains,5 ,1967 ,,,30.2,27 ,30 ,Fair,greenRound, 12/11/2014, 12/11/2015,Edward Whitt,Private
Frischholz Dam,N,IMPOUNDING,High,Swain,35.41055,-83.53017,Grassy Branch (B),Little Tennessee,Almond,,,,,18.5,0 ,5 ,Poor,redRound, 01/30/2015, 01/30/2016,Barbara J Frischholz,Private
Low Gap Wildlife Club Dam,N,IMPOUNDING,High,Surry,36.477,-80.892,Christian Creek,Yadkin-PeeDee,Elkin,21 ,1953 ,,,45.5,140 ,206 ,Fair,greenRound, 01/29/2015, 01/29/2016,"Low Gap Wildlife Club, Inc.",Private
Reynolds Lake Dam,Y,IMPOUNDING,High,Surry,36.443,-80.929,Mill Creek,Yadkin-PeeDee,Rockford,34 ,1936 ,,,100.0,1150 ,1380 ,Satisfactory,greenRound, 01/22/2015, 01/22/2016,"Indigo, LLC",Private
Crimmins Dam,N,IMPOUNDING,High,Swain,35.43021,-83.54767,Grassy Branch (2-66),Little Tennessee,Grassy Branch,,,,,13.5,0 ,1 ,Poor,redRound, 01/30/2015, 01/30/2016,Ward B. and Sara S. Crimmins,Private
Carpenter Dam,N,IMPOUNDING,High,Surry,36.47944,-80.69917,Cooks Creek-Tr,Yadkin-PeeDee,Dobson,10 ,,,,16.7,8 ,12 ,Fair,greenRound, 11/12/2014, 11/12/2015,Lee Carpenter Heirs,Private
Blue Dam,N,IMPOUNDING,High,Surry,36.417,-80.659,Fisher River-Tr,Yadkin-PeeDee,Rockford,23 ,,,,18.7,25 ,19 ,Fair,greenRound, 11/12/2014, 11/12/2015,Donald R. Haynes & DO NGOC Lien,Private
W. Reynolds Dam,N,IMPOUNDING,High,Surry,36.442,-80.932,Long Creek,Yadkin-PeeDee,Devotion,1 ,,,,34.0,42 ,48 ,Satisfactory,greenRound, 01/22/2015, 01/22/2016,Devotion Family LLC,Private
Alberty Dam,N,IMPOUNDING,High,Surry,36.32167,-80.71833,Bear Creek-Tr,Yadkin-PeeDee,Rockford,9 ,,,,16.7,12 ,13 ,Satisfactory,greenRound, 11/12/2014, 11/12/2015,Randall Dean Hamlin,Private
Scott-Harris Dam,N,IMPOUNDING,High,Surry,36.33778,-80.65639,Little Beaver Creek-Tr,Yadkin-PeeDee,Dobson,10 ,1991 ,,,20.7,28 ,33 ,Satisfactory,greenRound, 11/12/2014, 11/12/2015,Perry & Sherry Scott,Private
Maple Lane Fish Pond Dam,N,IMPOUNDING,High,Burke,35.72394,-81.46270,UT to Drowning Creek (WS-IV),Catawba,Hickory,,,,,17.0,,36 ,Poor,redRound, 01/08/2015, 01/08/2016,Johnny Williams,Private
Cheoah Valley Dam,Y,IMPOUNDING,High,Swain,35.46171,-83.92381,Alken Branch,Little Tennessee,Chilhowee,18 ,1956 ,,,48.0,84 ,96 ,Fair,greenRound, 07/21/2015, 07/21/2017,Dick Holdings LLC,Private
Pritchard Dam,N,IMPOUNDING,High,Cumberland,35.085,-78.94,Little Cross Creek-Tr,Cape Fear,Fayetteville,2 ,,,,16.5,,7 ,Poor,redRound, 08/04/2015, 08/14/2016,World Omni Developement Corp.,Private
Strickland Bridge Dam,N,IMPOUNDING,High,Cumberland,35.0087,-79.0214,Rockfish Creek,Cape Fear,Hope Mills,,,,,15.3,,116 ,Poor,redRound, 01/14/2015, 01/14/2016,"Strickland Bridge Road Homeowners Association, Inc",Private
Arrowhead Lake,N,IMPOUNDING,High,Transylvania,35.137,-82.651,Clear Creek,French Broad,Cedar Mountain,1 ,1952 ,,,23.0,60 ,100 ,Fair,greenRound, 05/08/2015, 05/29/2016,"Stone's Lake Propery Owners Association, Inc.",Private
Betty Kay Lake Dam,Y,IMPOUNDING,High,Transylvania,35.13495,-82.68513,Morgan Creek,French Broad,Cedar Mountain,4 ,1962 ,,,30.5,112 ,134 ,Fair,greenRound, 05/08/2015, 05/07/2016,Sherwood Forest HOA,Private
High Rock Lake Dam,Y,IMPOUNDING,High,Transylvania,35.166,-82.681,Steel Creek,French Broad,Cedar Mountain,4 ,1949 ,,,37.0,139 ,167 ,Satisfactory,greenRound, 08/20/2015, 08/20/2016,"Camp High Rocks, Inc.",Private
Laurel Lake Dam,N,IMPOUNDING,High,Transylvania,35.30889,-82.67056,Sutton Creek,French Broad,Boylston,2 ,1963 ,,,45.0,104 ,166 ,Satisfactory,greenRound, 01/14/2015, 01/18/2016,Laurel Lake Maintenance Corporation,Private
Line Runner Ridge Dam,Y,IMPOUNDING,High,Transylvania,35.11558,-82.78968,Gerren Creek-Tr,French Broad,Rosman,4 ,,,,33.0,100 ,127 ,Satisfactory,greenRound, 08/11/2015, 08/11/2016,Line Runner Ridge Maintainance Corporation INC,Private
Young Dam,N,IMPOUNDING,High,Transylvania,35.13054,-82.75936,Upper Creek,French Broad,Brevard,4 ,,,,36.0,190 ,210 ,Satisfactory,greenRound, 07/29/2015, 07/29/2016,East Fork Lake Property LLC,Private
Straus  Lake Dam,Y,IMPOUNDING,High,Transylvania,35.2564,-82.7230,Allison Creek,French Broad,Pisgah Forest,2 ,1954 ,Repair,2011,27.0,50 ,58 ,Satisfactory,greenRound, 01/14/2015, 01/14/2016,Straus Park Master Association c/o IPM Corporation,Private
Thunder Lake,N,IMPOUNDING,High,Transylvania,35.132,-82.662,Clear Creek,French Broad,Cedar Mountain,1 ,1962 ,,,42.0,704 ,870 ,Fair,greenRound, 05/29/2014, 05/29/2016,Wyman Stone Fraser Ltd. Partnership,Private
Toxaway Dam Lower,Y,IMPOUNDING,High,Transylvania,35.12448,-82.93287,Toxaway River,Savannah,Seneca Sc,45 ,1961 ,,,60.0,15680 ,21500 ,Satisfactory,greenRound, 08/11/2015, 08/11/2016,"Lake Toxaway Community Association, Inc.",Private
Hemlock Lake Dam,Y,IMPOUNDING,High,Transylvania,35.144,-82.69,Morgan Creek,French Broad,Sherwood Forest,1 ,1937 ,,,25.0,37 ,40 ,Fair,greenRound, 05/08/2015, 05/07/2016,Sherwood Forest HOA,Private
Indian Lake Lower Dam,Y,IMPOUNDING,High,Transylvania,35.16099,-82.93326,Indian Creek,Savannah,Lake Toxaway,5 ,,,,65.0,220 ,300 ,Satisfactory,greenRound, 09/11/2015, 08/11/2016,"INDIAN LAKE CLUB,Inc./BOARD OF DIRECTORS",Private
Sequoyah Woods Lake Dam,Y,IMPOUNDING,High,Transylvania,35.1562,-82.6947,Steel Creek,French Broad,Cedar Mountain,3 ,1969 ,,,38.0,130 ,182 ,Satisfactory,greenRound, 05/18/2015, 05/18/2016,Sequoyah Woods Homeowners Association,Private
Blue Ridge Hills,N,IMPOUNDING,High,Transylvania,35.15442,-82.90258,North Fork Flat Creek,French Broad,Rosman,10 ,1974 ,Repair,2006,26.0,66 ,117 ,Satisfactory,greenRound, 08/11/2015, 08/11/2016,"Edward G. Jaroszi,Trustee",Private
Brevard Music Camp Lower Dam,Y,IMPOUNDING,High,Transylvania,35.241,-82.749,Brushy Creek,French Broad,Brevard,1 ,,,,23.0,18 ,21 ,Satisfactory,greenRound, 01/14/2015, 01/14/2016,Brevard Music Center,Private
Brevard Music Camp Lake Upper Dam,Y,IMPOUNDING,High,Transylvania,35.24082,-82.75286,Brushy Creek,French Broad,Brevard,1 ,1929 ,,,19.0,11 ,15 ,Satisfactory,greenRound, 01/14/2015, 01/14/2016,Brevard Music Center,Private
Arrowhead Lake Dam,Y,IMPOUNDING,High,Transylvania,35.135,-82.686,Morgan Creek,French Broad,Sherwood Forest,1 ,,,,35.0,33 ,63 ,Fair,greenRound, 05/08/2015, 05/06/2016,Sherwood Forest HOA,Private
Pisgah Forest Farm Dam,Y,IMPOUNDING,High,Transylvania,35.22233,-82.64993,Little River-Trib,French Broad,Penrose,,,,,35.0,,10 ,Fair,greenRound, 01/14/2015, 01/14/2016,Pisgah Forest Farms Property Owners Association,Private
Marchman Lake Dam,N,IMPOUNDING,High,Transylvania,35.17366,-82.70206,E Fork French Broad-Tr,French Broad,Dunns Rock,1 ,,,,17.5,10 ,16 ,Satisfactory,greenRound, 05/18/2015, 05/18/2016,John Prescott,Private
Siniard Lake Dam Lower,N,IMPOUNDING,High,Transylvania,35.256,-82.741,Long Branch,French Broad,Brevard,1 ,,,,30.0,18 ,24 ,Satisfactory,greenRound, 07/29/2015, 07/29/2016,"Chimney Creek Partners, LLC",Private
Emerald Lake Dam,Y,IMPOUNDING,High,Transylvania,35.1525,-82.6175,Duncan Creek,French Broad,Penrose,7 ,,,,30.0,24 ,36 ,Satisfactory,greenRound, 05/18/2015, 05/18/2016,Robert F Vande Weghe & Elizabeth V Vande Weghe LT,Private
Rainbow Pond Dam,N,IMPOUNDING,High,Transylvania,35.13277,-82.77109,Fork French Broad River,French Broad,East Fork,0 ,,,,18.0,17 ,20 ,Satisfactory,greenRound, 07/29/2015, 07/29/2016,"K-Sa-Ra, Inc.",Private
Gaither Pond Dam,N,IMPOUNDING,High,Transylvania,35.31694,-82.67028,Osborne Branch,French Broad,Mills River,8 ,,,,21.0,5 ,6 ,Satisfactory,greenRound, 05/07/2015, 05/07/2016,Rodney Gaither,Private
Lewis Dam,N,IMPOUNDING,High,Transylvania,35.31528,-82.66889,Osborne Branch,French Broad,Mills River,8 ,,,,18.0,8 ,10 ,Satisfactory,greenRound, 05/07/2015, 05/07/2016,Tom Lewis,Private
Bass Lake Dam,N,IMPOUNDING,High,Transylvania,35.2899,-82.6248,French Broad River-Tr,French Broad,Horseshoe,10 ,,,,15.0,4 ,6 ,Satisfactory,greenRound, 05/26/2015, 05/26/2016,Bass Lake Property Owners Association,Private
Turkey Pen Farm Dam,N,IMPOUNDING,High,Transylvania,35.32778,-82.65667,Dog Creek,French Broad,Mills River,10 ,,,,17.0,10 ,12 ,Satisfactory,greenRound, 01/14/2015, 01/14/2016,Taylor M Swicegood,Private
Sapphire Lakes G & T Dam #1,N,IMPOUNDING,High,Transylvania,35.10942,-82.98133,Horsepasture River-Tr,Savannah,"Seneca, S.C.",40 ,1984 ,,,50.0,309 ,390 ,Satisfactory,greenRound, 08/11/2015, 08/11/2016,"Sapphire Lakes, Inc.",Private
Eagle Lake Dam,Y,IMPOUNDING,High,Transylvania,35.19028,-82.7,Phillips Creek,French Broad,Brevard,4 ,1989 ,,,49.0,440 ,580 ,Satisfactory,greenRound, 07/10/2015, 05/18/2016,Eagle Lake POA,Private
Forest Lake Dam,N,IMPOUNDING,High,Transylvania,35.20095,-82.78691,Wilson Mill Creek,French Broad,Rosman,2 ,1968 ,,,24.2,,22 ,Satisfactory,greenRound, 07/29/2015, 07/29/2016,Arlene Faul,Private
Graber Dam,Y,IMPOUNDING,High,Transylvania,35.1490,-82.9096,North Flat Creek,French Broad,,,2006 ,Repair,2012,17.0,,30 ,Satisfactory,greenRound, 08/11/2015, 08/11/2016,"Kingfisher Properties, LLC",Private
Aero Plantation Lake Dam 1,Y,IMPOUNDING,High,Union,34.99417,-80.745,West Mundy'S Run Creek,Catawba,Van Wyck Sc,13 ,1962 ,Repair,2005,18.0,154 ,154 ,Fair,greenRound, 11/20/2014, 12/03/2016,"Aero Plantation Association, Inc",Private
Aero Plantation Lake Dam 2,Y,IMPOUNDING,High,Union,34.9899,-80.7413,West Mundy's Run Creek,Catawba,Van Wyck,13 ,1967 ,Repair,2009,26.7,314 ,462 ,Satisfactory,greenRound, 11/20/2014, 12/03/2016,"Aero Plantation Association, Inc",Private
Emerald Lake Golf Course Dam,N,IMPOUNDING,High,Union,35.14139,-80.61111,Paddle Branch,Yadkin-PeeDee,Cheraw Sc,60 ,1968 ,,,17.0,42 ,50 ,Fair,greenRound, 01/13/2015, 11/06/2016,Tournament Drive Investors LLC,Private
Baker Quarry Lake Dam,Y,IMPOUNDING,High,Union,35.042,-80.611,Crooked Creek-Os,Yadkin-PeeDee,Cheraw Sc,60 ,1969 ,,,35.0,130 ,150 ,Fair,greenRound, 02/05/2015, 02/20/2016,Martin-Marietta Aggregates,Private
Brewer Lake Dam,N,IMPOUNDING,High,Union,35.036,-80.433,Richardson Creek-Os,Yadkin-PeeDee,Cheraw Sc,60 ,1958 ,,,18.0,56 ,67 ,Fair,greenRound, 01/14/2015, 11/14/2016,Belva Stanley and Julice Culpepper,Private
Griffin Pond Dam,Y,IMPOUNDING,High,Union,35.12889,-80.64417,Stevens Creek-Tr,Yadkin-PeeDee,,,,Repair,2005,23.0,61 ,62 ,Fair,greenRound, 01/14/2015, 01/14/2016,Marcus & Anita Robbins,Private
Hilton Pond Dam,N,IMPOUNDING,High,Union,35.0375,-80.6525,Twelvemile Creek-Tr,Catawba,Waxhaw,,,,,15.5,37 ,42 ,Fair,greenRound, 01/15/2015, 12/20/2016,Jimmy D. Bostic,Private
Lake Providence Dam,N,IMPOUNDING,High,Union,35.01528,-80.71194,Twelvemile Creek-Tr,Catawba,,,1988 ,,,24.0,,67 ,Fair,greenRound, 01/13/2015, 01/13/2016,Mark & Mary Lynn Knowles,Private
Antioch Church Road Dam,Y,IMPOUNDING,High,Union,35.0207,-80.7106,Twelvemile Creek-Tr,Catawba,,,1993 ,,,26.0,555 ,1012 ,Satisfactory,greenRound, 02/12/2015, 02/12/2016,Mark R. and Stephanie E. Litzerman,Private
Price Dam,N,IMPOUNDING,High,Union,35.008,-80.676,Price Mill Creek-Tr,Catawba,,,,,,12.0,13 ,14 ,Fair,greenRound, 01/15/2015, 01/15/2016,Ramona P Keels,Private
Olde Sycamore Wwtp Lagoon Dam,N,IMPOUNDING,High,Union,35.1595,-80.6038,Duck Creek-Tr,Yadkin-PeeDee,,,1997 ,,,25.0,,51 ,Fair,greenRound, 01/15/2015, 11/06/2016,Olde Sycamore LLC,Private
Baker Quarry Fresh Water Pond Dam,Y,IMPOUNDING,High,Union,35.0306,-80.6033,Stewarts Creek-Tr,Yadkin-PeeDee,,,,,,14.6,,14 ,Fair,greenRound, 02/05/2015, 02/05/2016,Martin-Marietta Aggregates,Private
Waldon Pond Dam,N,IMPOUNDING,High,Union,35.0330,-80.7283,Twelvemile Creek - Trib.,Catawba,,,1970 ,,,16.7,17 ,20 ,Satisfactory,greenRound, 12/18/2014, 10/24/2016,JW Homes LLC,Private
Ladera Dam,Y,IMPOUNDING,High,Union,34.9883,-80.8064,Tributary to Six-Mile Creek,Catawba,Marvin,,0 ,Modify,2014,9.6,0 ,3 ,Fair,greenRound, 11/20/2014, 11/30/2016,"Standard Pacific of the Carolinas, LLC",Private
Crossgate Lake Dam #1,N,IMPOUNDING,High,Wake,35.912,-78.637,Honeycut Creek,Neuse,Raleigh,,1955 ,,,25.5,97 ,207 ,Satisfactory,greenRound, 02/04/2014, 03/25/2011,"Neil Matthews, Vp",Private
Crossgate Dam #2,N,IMPOUNDING,High,Wake,35.913,-78.636,Honeycutt Creek,Neuse,Raleigh,,,,,10.0,,40 ,Satisfactory,greenRound, 02/04/2014, 03/25/2011,"Community Properties, Inc.",Private
Sunset Lake Dam,Y,IMPOUNDING,High,Wake,35.652,-78.788,Middle Creek,Neuse,Holly Springs,,1923 ,,,25.0,626 ,750 ,Fair,greenRound, 02/03/2015, 02/03/2016,Sunset Lake Homeowners Association,Private
Paradise Point Dam,N,IMPOUNDING,High,Gaston,35.185,-81.05,South Fork River-Tr,Catawba,Red River,23 ,,,,22.0,,50 ,Poor,redRound, 01/13/2015, 01/22/2016,Charles A Harrison,Private
Sherman Lakes Lower,N,IMPOUNDING,High,Harnett,35.546811,-78.816919,UT to Kenneth Creek,Cape Fear,,,,,,17.0,,34 ,Poor,redRound, 10/02/2015, 12/01/2015,Waverly Development,Private
Rigsbee Dam,N,IMPOUNDING,High,Wake,35.79583,-78.85194,Turkey Creek-Tr,Neuse,Apex,1 ,1996 ,,,16.0,15 ,24 ,Fair,greenRound, 02/11/2014, 03/30/2012,"Zaring Homes, Inc.",Private
Crooked Creek,Y,IMPOUNDING,High,Wake,35.62917,-78.74167,Terrible Creek-Tr,Neuse,,,,,,20.0,,40 ,Satisfactory,greenRound, 01/06/2015, 01/06/2016,Crooked Creek Gc,Private
Pendleton Lake,N,IMPOUNDING,High,Wake,35.9477,-78.6282,Upper Barton Creek-Tr,Neuse,,,,,,15.0,,10 ,Fair,greenRound, 10/01/2015, 10/01/2017,Skip Swicegood,Private
Em Johnson Alum Sludge Lagoon Dam,N,IMPOUNDING,High,Wake,35.912,-78.597,Honeycutt Creek-Os,Neuse,N/A,,1994 ,,,41.0,90 ,108 ,Fair,greenRound, 10/01/2015, 10/01/2017,City Of Raleigh Public Utilities Department,Private
New Hope Fishing Lake West,Y,IMPOUNDING,High,Iredell,35.97722,-80.94361,Tuckers Creek-Tr,Yadkin-PeeDee,Love Valley,,,,,24.0,,15 ,Poor,redRound, 03/04/2015, 03/01/2016,Talmadge and Joni Kinney,Private
Pine Creek Dam,N,IMPOUNDING,High,Jackson,35.1903,-83.1464,,Little Tennessee,,,,,,20.0,,8 ,Poor,redRound, 03/04/2015, 03/04/2016,"Dodson Farms, Inc.",Private
Ammons Lake Dam Lower,Y,IMPOUNDING,High,Wake,35.87832,-78.66422,NW Trib of Mine Creek,Neuse,Raleigh,,1980 ,,,27.0,61 ,352 ,Satisfactory,greenRound, 01/07/2015, 01/07/2016,Greystone Homeowners Assoc.,Private
Schmehl Dam,N,IMPOUNDING,High,Swain,35.43935,-83.36773,Tuckaseegee River,Little Tennessee,Ela,2 ,,,,35.0,,14 ,Poor,redRound, 01/29/2015, 01/29/2016,Jeremy T Sims,Private
Howell Dam,N,IMPOUNDING,High,Wake,35.763,-78.873,White Oak Creek-Tr,Cape Fear,,,,,,27.0,30 ,36 ,Satisfactory,greenRound, 02/18/2014, 12/13/2012,Southern Garden/ Howard Malinski,Private
Regency Park Dam,N,IMPOUNDING,High,Wake,35.7274,-78.7927,Swift Creek-Tr,Neuse,,,1982 ,,,21.0,131 ,350 ,Satisfactory,greenRound, 03/11/2014, 04/04/2012,Town of Cary,Private
Lochmere Lake Dam #2,N,IMPOUNDING,High,Wake,35.72889,-78.77556,Long Branch,Neuse,,,,,,30.0,,196 ,Satisfactory,greenRound, 03/11/2014, 02/14/2014,"HRW, Inc AAMC",Private
Lochmere Dam,N,IMPOUNDING,High,Wake,35.7266,-78.7648,Lynn'S Branch,Neuse,N/A,,1985 ,,,26.0,0 ,728 ,Satisfactory,greenRound, 03/11/2014, 02/14/2014,Lochmere Assoc. Inc c/o HRW Inc,Private
Haddon Hall Dam,N,IMPOUNDING,High,Wake,35.74083,-78.86444,Beaver Creek,Cape Fear,,,,,,21.0,,42 ,Satisfactory,greenRound, 02/03/2014, 12/13/2012,Haddon Hall Lld,Private
Betts Pond Dam,Y,IMPOUNDING,High,Wake,35.57139,-78.8525,,Cape Fear,,,,,,20.0,,40 ,Fair,greenRound, 03/20/2014, 03/07/2014,Odell Betts,Private
Haddon Hall Upper Dam,N,IMPOUNDING,High,Wake,35.7385,-78.8574,,Cape Fear,,,,,,19.0,8 ,0 ,Satisfactory,greenRound, 02/03/2014, 12/13/2013,Haddon Hall Lld,Private
Bright Penny Dam,N,IMPOUNDING,High,Watauga,36.17385,-81.52104,Laurel Fork Creek,Yadkin-PeeDee,Darby,4 ,,Repair,2008,37.0,32 ,45 ,Fair,greenRound, 10/28/2014, 10/28/2015,Powder Horne Property Owners Assoc.,Private
Trout Lake,N,IMPOUNDING,High,Watauga,36.16927,-81.51642,Laurel Fork Creek,Yadkin-PeeDee,Darby,4 ,1971 ,,,49.0,42 ,60 ,Fair,greenRound, 10/28/2014, 10/28/2015,Powder Horne Mtn. Property Owners Assoc.,Private
Devils Lake Dam,Y,IMPOUNDING,High,Watauga,36.15990,-81.79022,Watauga River-Tr,Watauga,Foscoe,1 ,1965 ,,,46.0,50 ,74 ,Fair,greenRound, 10/21/2014, 10/21/2015,"Seven Devils Resort Club, Inc.",Private
Appalachian Ski Mountain Lake,N,IMPOUNDING,High,Watauga,36.17556,-81.66306,Payne Branch,New,Boone,2 ,1981 ,,,42.0,19 ,24 ,Fair,greenRound, 10/22/2014, 10/23/2015,Appalachian Ski Mtn Inc,Private
Snow Lake,N,IMPOUNDING,High,Avery,36.19063,-81.87475,King Creek,Watauga,Beech Mountain,0 ,,,,34.0,4 ,6 ,Fair,greenRound, 10/21/2014, 10/21/2015,Beech Mountain Resort Inc,Private
Rosasco Dam Lower,Y,IMPOUNDING,High,Watauga,36.22058,-81.77793,Baird Cr.-Tr,Watauga,Elizabethton,30 ,,,,38.0,8 ,11 ,Satisfactory,greenRound, 10/21/2014, 10/21/2015,"Valle Cay Property Owners' Assoc., Inc.",Private
Rosasco Lake Dam Upper,Y,IMPOUNDING,High,Watauga,36.22049,-81.77603,Bairds Cr.-Tr,Watauga,Elizabethton Tn,30 ,,Repair,2008,30.0,12 ,24 ,Fair,greenRound, 10/21/2014, 10/21/2015,"Valle Cay Property Owners' Assoc., Inc.",Private
Blowing Rock Cntry Club Dam,N,IMPOUNDING,High,Watauga,36.12611,-81.66667,Middle Fork Creek,New,Blowing Rock,0 ,1990 ,,,18.5,8 ,10 ,Fair,greenRound, 10/22/2014, 10/22/2015,Blowing Rock Country Club,Private
New River Lake Dam,Y,IMPOUNDING,High,Watauga,36.12923,-81.66971,Middle Fork Creek,New,Blowing Rock,0 ,,,,25.0,20 ,35 ,Unsatisfactory,redRound, 10/22/2014, 10/22/2015,Honorable Robert A Collier,Private
Sweetgrass Dam,Y,IMPOUNDING,High,Watauga,36.1277,-81.7404,Boone Fork,Watauga,Schull's Mill,10 ,2008 ,Repair,2008,35.0,100 ,439 ,Satisfactory,greenRound, 10/22/2014, 10/22/2015,"CNL Blowing Rock I, LLC",Private
Tom Harrison Memorial Dam,Y,IMPOUNDING,High,Wayne,35.304,-77.865,Walnut Creek,Neuse,Seven Springs,6 ,1963 ,Repair,2001,25.3,1070 ,2700 ,Fair,greenRound, 04/22/2015, 05/01/2016,Village Of Walnut Creek,Private
Wayne County Wildlife Pond Dam,N,IMPOUNDING,High,Wayne,35.457,-77.849,Beaver Dam,Neuse,Snow Hill,12 ,1963 ,,,24.0,750 ,900 ,Fair,greenRound, 05/19/2015, 06/01/2016,Mary Ellen L Vail,Private
